File ID,CER,0.278767957
0000003b8fd9bc22877135b42b04c49d4860312b001be688723ecc5d,0.06741573,
00000682f31904acc560fa359512e7bdd487b11efe36145a56874e30,0.047619048,
0000068bfcd8e252fd9ec8225bd1fdb47378a009f8afa00d4e998df5,0.114754098,
000009ed98ed39118493c10c8cf25ec9a6a936bd6cc6e527c29dccec,0.417582418,
00000da4b2da194ac31f6d1466d2ceb4823bdc263efa81004ee89464,0.06097561,
00000e944e581a66136c69bc1f89b8a1dd5f70a87fd39b1ea23cf0d1,0.196078431,
000014a01678b2c8167bd03f3ca29924365d67d0b5373a1175ad5f46,0.146341463,
00001571d3cdc8e278a27c30ff764e670582981cf6587a573b80f596,0.758241758,
00001688e6941f46312d3a34f17d0641e671fb817a1cba964c4f7577,0.168539326,
0000187289951616e63a258bed0d0e6c83e83c0ebd7587de8b85185a,0.1125,
00001e691520008b2f975e9ca29822bb6d19fca95f0cb5df094a7bc6,0.038461538,
000020b0688f8ab2d012242e10acc10e0b4aaf6882b075d66848fe36,0.180722892,
000020db7e99a1de454a92346534c843f7f712fd7d3160a7d575af4a,0,
00002801d1ef7aa5b574e3a47d2b4c8cdf596d2003cfd0d72073bbcb,0.047058824,
000028bcaa2a18a68c5da97699db6cc387a49bb7fde4a49f1eb31803,0.084337349,
00002db7ba91fd73618bebcc11a3440f1202fa4c66a5d6422292a905,0.402298851,
00003068300b3a77cfdd0208addd752f26c0c084963a1cdc0b4459ec,0.035714286,
0000376fe5fbeaa1b14731b758f1faa230d8a0229e3fe8c15d4ce958,0.2,
0000381573d407fe83934438efd5d2c0727766e4e14a79eca4aeb7f6,0.325581395,
00003cb6eb91e90adcb398c71dd3c41032035506ec1f5e0bd7848da5,0.185185185,
00003e689868ea8be1643dea6cdf7425042bb6a2d735d5dd46b0da36,0.043956044,
000041a92135bcf296b0bbd070c76af174dc7dbfae6915c25cb0873f,0.024096386,
0000437971b5ef6c00f4227d66f7268a1d3322232660e2cc10280e0f,0.011111111,
000043dcf2f0dd86460ce0f00e41877741e1b6726df4c99b46190d19,0.011235955,
00004fa8762211b82072e42bb271f6f9ba48047786908aa6b2a5c47d,0.136363636,
00004fed5abebd44eabb468dbdf00264fa80a3a72998fa0c1c6527c9,0,
0000525cb6d31af0b0ae45efc86f8ff6b8293fe3f054344565379f09,0.077777778,
00005370c4cf78d4408fc7a238092798ec1e11644f8711c6acc4a6cb,0.088888889,
000055e509d965229ff3828a5293fd29dd1c83cdf37f53cb2d57b1e1,0.092783505,
0000566e1c200bff42a1d60a9a73e5c55a68e7f666bc5e3c8d68ace0,0.193548387,
000056fb4e2ee44c7fafcf29d544be6bbaf891dec8f412bab6c4df98,0.191011236,
000057175528dd43a01aee6abcbed63731f3856d5aedc0f06e96cbe3,0.172413793,
0000571b8b537ce5660afd59506013cf9ce7f123910668560e39cc99,0.120879121,
00005b044247d9f9346e4c26cbfefa17ab81637b9bf7659d0e4631f8,0.031914894,
00005bb6cb0a6e0afcef0bb2d4ef86591be56bfe8bb83e4c09171bfa,0.066666667,
00005c6b401cc21c44c33e653e07782b2f275faf4a6b1ce9229b03ab,0.068181818,
00005f59082ba5552cf0d109ac43d358002e8bc0def5b61967f1c160,0.211111111,
000060d84680bde0bfb3c98ff8bf21e80d585e53303c51a0a56f7363,0.635135135,
0000618f5c02d1d132f7a78bac89f627c119d929577ef68447c07f8d,0.134020619,
00006241a5eb235b9b2249307a91f51626cf27ca660d531b7be5c569,0.112903226,
000064d2e7d0c2a720ba40ae7b349384d984aef872a827e85d542343,0.759036145,
000067de4e9bc569a01a907ba5c14ac6fff0516ebf87df19d295417f,0.202380952,
00006818595247ef193cd45570cdfb3055136cf5645e166896f9d5c5,0.373626374,
0000696d910e0464ed31d05c4a009b21b6926d217b1e4dd43a6f8266,0.117318436,
00006cfd101176bf0214e55b01641602a42d1e4a2e0dd1a25bc228b4,0,
0000724068ed76075c94a0306aa98bbdfb73d31e87da10fb91f9b1fa,0.011764706,
000073a7c7ae0185b5861bb2dff1a1451d684916361ce5ef2396e7c7,0.098901099,
000075b57422ec8658377f6ed54fc4e5e6cf2e0b0fab0867776270aa,0.056818182,
0000760a1d529945d9f3a4305945f64b1ce223532aec815cce937aac,0.117647059,
00007686c6479491fa8cabea37b85f92424986d563ba90db52599781,0.088888889,
0000784fb9c9544c483f1c69f52fdb31a02a8eaad00ceaee55522f82,0.13,
00007b2fa0ab11536a36886517d70652bc5d24317e6dea17665b1d4f,0.208333333,
00007d8ce46d5ae9deec72f581353fb73b04df64cf74e0fdf4238d1a,1.8,
00007fb0749eccaa515f25a7309415113237da6aa9d47d2b27809ac3,0.102272727,
0000815a7661a76d1fbb15db325b0f6fc8db489d421d1d10cbc309f5,0.02173913,
0000817e8bc412b37743b94268f3183f3055ac6379e223c254737194,0.043956044,
00008189dbb42d54341082bc98b4665d5cd545fec90056adf8211f34,0.16,
00008755b0586d0116a273ae1e6fd769256f1ba53e6e2d93ffa46695,0.095238095,
00008834125eb9ca25df9a65bb4fd67affc1103416a9d5228a02ddf9,0.096153846,
00008c26249f64c1a3aea7165d9b03476c3cc2fcbad053ecb7ab28a7,0.093023256,
00008c385446154c62236f9420099d05f6fb9ad79e0953dff3b9ca69,0.221052632,
000092f8cee8000b6b308e77e165d923854f6cc8bc9c4fd8250f2100,0.125,
0000957a9ae0300d0ee897223c976b48cb2ae38c398bcffb5579364e,0.023809524,
000095cda171c2053ca44b35e43ee6cc4aa213a22e4e9aaa785126e1,0.134831461,
000098bbdf6ea326f5df14a73e21428f4c8ef1dd0120edceacbb8d87,0.122222222,
00009a5f1d59f898d481cc3d7f5e2ff3b2a5aced4270a365209e3771,0.05952381,
00009cf87b771202bf99cf0bf1bbbf5819bcb4f4eec123829fb91528,0.010869565,
0000a1f1987a8355701c0c9dd13987b44379a9d840bc43e6a725a2cb,0.25,
0000a1f2055fdb58a359231f600537555d1ca7fa1833954a849decb8,0.221052632,
0000a4620b82770b74d9648ed26aea519393265be78818943a6705c9,0.192771084,
0000a7be825f70cbe4c49acf9a8b7804d05a8a4701a2b42a343a694e,0.988219895,
0000abbc78a14b4149f3293c575f2473baf3625d90602c91ab92addd,0.08045977,
0000ac1a9802032a07a6f94b9af85bbcb89b3b2ffb39f5e21f334b8b,0.194805195,
0000b51ac562056d95d2ab9a1925f69257cc1018e909d8583dc92ed4,0.917808219,
0000bd656afa87420cb91a1ab489e08bdf245eec75bc3cd24c5f9cec,0.065934066,
0000bff0e8e03e4a4689f2dc7db25894954dd6eba701cb023887c808,0.042105263,
0000bff3e4c197b17190d5f99834908cbc10047fb075a1c080409b49,0.064516129,
0000c1a14d47477176a4b193234f0f833f5034b76653ac0a36819e6c,0.115789474,
0000c83a1dc51e058cd162ae1eb9bba5d84bec51a79a55eb6cafcd1c,0.093023256,
0000ca5491c892d12e41a6b4f5251e4038b8295fd432149ccbc7602b,0.069767442,
0000cb7de3475df1b42b18cf7478ed78c44ab36fb07f52a5891da187,0.151162791,
0000cdba647fa5052bd2d8fe5cdbc29754e3e05b8271670b53b00358,0.011363636,
0000cf3af4fdaf9a8e13868fd77ab044cbe5938eb3b2eb27a3c09a4f,0.177083333,
0000d16dc61ef888e207dd9c70bcf4649e2f5400578d4af0d63c0067,0.1796875,
0000d6fdf16e07665c1d0da52d0f8163b55f2ccb924177a1fdf1a1ad,0.012195122,
0000dd991a4319e1bb3b582d283759741cf17d8ebb81ed8c68c3b7f5,0.375,
0000df7743a28bb6540e209b11fca074174f42e37351616618904d40,0.1,
0000e522eb47e8246abc6a289c5bce20722f42597603afad28d7befa,1.091954023,
0000e7cb059df12f7cccb8e7c4de4184019e08af05a5992b1beaf1f2,0.023809524,
0000eaf224bb26e58df18c80c500915deca89598558ac60934bbe9d3,0.021052632,
0000eb121367d3d166419eb60b075e97ccd77986ad380f3aab5dc464,0.510204082,
0000eb6e7b2d63e34ae7403bba577280d0f644e756d6b0721d5939e9,0.194244604,
0000ec5ad7667e5aca4eb46dc93a02bb06509ec09738265211e21d0f,0.604395604,
0000eedda73b90b0097ebe60a5953291bfd003ea54f7f69bcd0d4b94,0.084337349,
0000f6dae972e4b5c1ccb09c428d17f2bb3c609971c504b01292dc0c,0.11627907,
